id,name,album_id,album_name,album_release_date,duration_ms,popularity,explicit,preview_url,isrc,image_url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,features_fetched_at,created_at,updated_at,deezer_track_id,apple_track_id,mb_recording_mbid,gain,genre_primary,genre_tags,derived_valence,derived_energy,last_enriched_at,meta_provider,bpm,artist_name,album_image_url
5MJoLtv2jq9gPsxd5jXVpq,One Night in Paris,,Nostalgics 001,,375000,,false,,UKACT2031969,https://i.scdn.co/image/ab67616d0000b27336281abc3cefa0cdf8fb8338,,,,,,,,,,,0.000,,,2025-09-09 22:27:16.718+00,2025-09-09 22:27:16.718+00,1100992352,,,-10.9,Electro,"[""house"",""deep house"",""electronic"",""jungle"",""drum and bass"",""Electro"",""Techno/House"",""Dance""]",,0.7,2025-09-09 22:27:30.592+00,"{""spotify_track"": true}",0,Marc Brauner,https://i.scdn.co/image/ab67616d0000b27336281abc3cefa0cdf8fb8338
5PTZJWka2Y6esj5u9AvldQ,Sugar Baby,,Sugar Baby,,156363,,false,,DGA092454195,https://i.scdn.co/image/ab67616d0000b273745ded722c6ac4a4264674f7,,,,,,,,,,,0.000,,,2025-09-07 19:39:26.233668+00,2025-09-07 19:39:26.233668+00,2945045041,,,-8.4,Electro,"[""cinematic"",""orchestral"",""Electro"",""Dance""]",,,2025-09-07 19:41:50.977+00,"{""spotify_track"": true}",0,LYOD,https://i.scdn.co/image/ab67616d0000b273745ded722c6ac4a4264674f7
5qZMdIYFvMPRw4Q0Z05zbL,Plain Sailing,,Plain Sailing,,245141,,false,,UK9AV2502312,https://i.scdn.co/image/ab67616d0000b273ce04c3aac72c3dda57df31e8,,,,,,,,,,,0.000,,,2025-09-09 22:27:16.718+00,2025-09-09 22:27:16.718+00,3441240061,,,-14.6,Electro,"[""electronic"",""chillwave"",""psychedelic"",""dubstep"",""glo-fi"",""idm"",""experimental"",""ambient"",""Electro""]",0.5,0.1,2025-09-09 22:27:33.724+00,"{""spotify_track"": true}",0,Gold Panda,https://i.scdn.co/image/ab67616d0000b273ce04c3aac72c3dda57df31e8
5WSnuB71GFjFsi3yoyEFG3,FM'92,,FM'92,,123870,,false,,GXBAV2062200,https://i.scdn.co/image/ab67616d0000b2733757966d981ece5d61ccebf9,,,,,,,,,,,0.000,,,2025-09-07 19:39:26.233668+00,2025-09-07 19:39:26.233668+00,3460997501,,,-5.9,Dance,"[""electronic"",""dance"",""hardwave"",""france"",""ambient"",""trance"",""instrumental"",""synthwave"",""Dance""]",0.55,0.587,2025-09-07 19:41:48.411+00,"{""spotify_track"": true}",0,Willix,https://i.scdn.co/image/ab67616d0000b2733757966d981ece5d61ccebf9
5xcunlfaZvD9BDQsLONI7A,HALCYON + ON + ON,,Orbital 2,,567106,,false,,GBAAP9500471,https://i.scdn.co/image/ab67616d0000b27377b9f7b0a2ac5f99ea5f230b,,,,,,,,,,,0.000,,,2025-09-07 19:39:26.233668+00,2025-09-07 19:39:26.233668+00,428937302,,,-15.4,Electro,"[""electronic"",""techno"",""ambient"",""idm"",""electronica"",""ambient techno"",""trance"",""chillout"",""Electro""]",0.5,0.587,2025-09-07 19:41:58.916+00,"{""spotify_track"": true}",0,Orbital,https://i.scdn.co/image/ab67616d0000b27377b9f7b0a2ac5f99ea5f230b
5Y5D9xGteT5UM8Bwxx7b3J,Love Me Anymore,,Supreme Clientele 2,,169818,,true,,QMDA62591826,https://i.scdn.co/image/ab67616d0000b273749bf07415d1c58ba1547341,,,,,,,,,,,0.000,,,2025-09-08 17:56:27.239885+00,2025-09-08 17:56:27.239885+00,3474822081,,,-8.6,Rap/Hip Hop,"[""hip-hop"",""rap"",""wu-tang"",""east coast rap"",""east coast"",""wu-tang clan"",""new york"",""underground hip-hop"",""Rap/Hip Hop""]",0.6,0.6,2025-09-08 23:30:21.555+00,"{""spotify_track"": true}",0,"Ghostface Killah, Nas",https://i.scdn.co/image/ab67616d0000b273749bf07415d1c58ba1547341
65f5izVTlsInVMJkndhsCv,patience,,patience,,171840,,false,,QZWFK2531319,https://i.scdn.co/image/ab67616d0000b27311d0816edd82834d4a41bc7c,,,,,,,,,,,0.000,,,2025-09-07 19:39:26.233668+00,2025-09-07 19:39:26.233668+00,3469427181,,,-8.7,Alternative,"[""Alternative"",""Indie Pop"",""Indie Rock""]",,,2025-09-07 19:41:57.229+00,"{""spotify_track"": true}",0,notdavid,https://i.scdn.co/image/ab67616d0000b27311d0816edd82834d4a41bc7c
69x5l9G02C2IS7InPrjtqQ,Still,,Vicious EP,,217184,,true,,QM7281756615,https://i.scdn.co/image/ab67616d0000b273ca1de25b82cf2e1d0771c0c2,,,,,,,,,,,140.150,,,2025-09-07 19:39:26.233668+00,2025-09-07 19:39:26.233668+00,422654912,,,-8.9,Rap/Hip Hop,"[""grime"",""dubstep"",""hip-hop"",""uk garage"",""rap"",""uk hiphop"",""uk hip-hop"",""Rap/Hip Hop""]",0.6,0.6,2025-09-07 19:41:52.949+00,"{""spotify_track"": true}",140.15,Skepta,https://i.scdn.co/image/ab67616d0000b273ca1de25b82cf2e1d0771c0c2
6JWddKPdqvDc2WkPEi9grC,Have A Nice Day,,Just Enough Education To Perform,,205066,,false,,GBBLK0000233,https://i.scdn.co/image/ab67616d0000b273671c709e025a3ed8c956d115,,,,,,,,,,,120.900,,,2025-09-09 22:27:16.718+00,2025-09-09 22:27:16.718+00,888118,,,-6.9,Rock,"[""rock"",""britpop"",""indie"",""alternative"",""indie rock"",""alternative rock"",""welsh"",""stereophonics"",""Rock""]",,0.7,2025-09-09 22:27:35.598+00,"{""spotify_track"": true}",120.9,Stereophonics,https://i.scdn.co/image/ab67616d0000b273671c709e025a3ed8c956d115
74b2CQJhjhf9zTNzbYyUj1,Veno,,Veno,,217142,,false,,QZHN52414129,https://i.scdn.co/image/ab67616d0000b273d1a2a01172fec1971eff2b57,,,,,,,,,,,0.000,,,2025-09-13 18:30:02.886268+00,2025-09-13 18:30:02.886268+00,2699122102,,,-12.9,Electro,"[""lo-fi house"",""house"",""electronic"",""lo-fi"",""Electro"",""Dance""]",,0.475,2025-09-13 18:37:26.849+00,"{""spotify_track"": true}",0,Fullempty,https://i.scdn.co/image/ab67616d0000b273d1a2a01172fec1971eff2b57
77FzyS1gehPZRW7QgUtGuV,Sunrise,,Sunrise,,197760,,false,,QZES52179378,https://i.scdn.co/image/ab67616d0000b27304179796dbb69bc20de2dbc9,,,,,,,,,,,0.000,,,2025-09-12 18:32:36.299244+00,2025-09-12 18:32:36.299244+00,1285154352,,,-9.5,Electro,"[""Electro"",""Dance""]",,,2025-09-12 19:58:27.505+00,"{""spotify_track"": true}",0,Subtrax,https://i.scdn.co/image/ab67616d0000b27304179796dbb69bc20de2dbc9
7BmGr1fNw6Fv0BxIxvAEwJ,Sequences,,Sequences,,232432,,false,,QZK6G2170642,https://i.scdn.co/image/ab67616d0000b273c82abb751d97175776315b04,,,,,,,,,,,0.000,,,2025-09-09 22:27:16.718+00,2025-09-09 22:27:16.718+00,1465280142,,,-8.8,Electro,"[""dance"",""electronic"",""Electro"",""Dance""]",,0.7,2025-09-09 22:27:34.675+00,"{""spotify_track"": true}",0,Froman,https://i.scdn.co/image/ab67616d0000b273c82abb751d97175776315b04
7ClEMzpSQixYIBEFdyJtX4,Follow Me,,Follow Me,,186333,,true,,SEYOK1763236,https://i.scdn.co/image/ab67616d0000b273f157a604a31b631d9d2e0f3c,,,,,,,,,,,133.800,,,2025-09-07 19:39:26.233668+00,2025-09-07 19:39:26.233668+00,573357982,,,-10,Rap/Hip Hop,"[""chillhop"",""dark"",""Rap/Hip Hop""]",0.2,,2025-09-07 19:41:53.66+00,"{""spotify_track"": true}",133.8,"Rella, Conor Gardiner",https://i.scdn.co/image/ab67616d0000b273f157a604a31b631d9d2e0f3c
7dYjEwbLJ1B5reoz3lWra0,Nova,,Nova / Moth,,342000,,false,,GBXNG2218001,https://i.scdn.co/image/ab67616d0000b273e2d9a602677ab3313e876fb1,,,,,,,,,,,0.000,,,2025-09-07 19:39:26.233668+00,2025-09-07 19:39:26.233668+00,1635226032,,,-12.3,Electro,"[""dubstep"",""ambient"",""electronic"",""experimental"",""electronica"",""future garage"",""idm"",""uk garage"",""Electro""]",0.5,0.1,2025-09-07 19:42:01.195+00,"{""spotify_track"": true}",0,"Burial, Four Tet",https://i.scdn.co/image/ab67616d0000b273e2d9a602677ab3313e876fb1
7e19IpBFv1ZS0navRtitY8,1+1=11 - Spray Remix,,I Hear You – Bonus Tracks Edition,,387000,,false,,GBBKS2400305,https://i.scdn.co/image/ab67616d0000b27392962a23e27072a8084d31a3,,,,,,,,,,,0.000,,,2025-09-07 19:39:26.233668+00,2025-09-07 19:39:26.233668+00,2981007941,,,-7.7,Dance,"[""house"",""electronic"",""techno"",""korean"",""deep house"",""acid house"",""electronica"",""electro"",""Dance""]",0.4,0.75,2025-09-07 19:41:55.788+00,"{""spotify_track"": true}",0,"Peggy Gou, Spray",https://i.scdn.co/image/ab67616d0000b27392962a23e27072a8084d31a3
7EvlP8SykBwkCOQUsGj26L,Sunbird,,Sunbird,,196691,,false,,GBLFP2585654,https://i.scdn.co/image/ab67616d0000b27333976b904752332bf8fe2ff2,,,,,,,,,,,0.000,,,2025-09-12 18:32:36.299244+00,2025-09-12 18:32:36.299244+00,3335195371,,,-10.5,,,,,2025-09-13 18:40:30.839+00,"{""lastfm"": {""ok"": true, ""track"": ""Sunbird"", ""artist"": ""Dimi Darko"", ""tagsFetched"": 0}}",0,Dimi Darko,https://i.scdn.co/image/ab67616d0000b27333976b904752332bf8fe2ff2
7iKwplnguwdrhctM0ciBRA,CLARITY,,CLARITY,,190222,,false,,CA5KR2588475,https://i.scdn.co/image/ab67616d0000b2736234cffc2fbabc96cce0e346,,,,,,,,,,,0.000,,,2025-09-07 19:39:26.233668+00,2025-09-07 19:39:26.233668+00,3526836531,,,-9,Electro,"[""Electro""]",,,2025-09-07 19:41:49.939+00,"{""spotify_track"": true}",0,xxtristanxo,https://i.scdn.co/image/ab67616d0000b2736234cffc2fbabc96cce0e346
7jajV30tWbMPRxEsSruP4r,Limitless,,Searching - EP,,344037,,false,,UKACT2330860,https://i.scdn.co/image/ab67616d0000b27327a5a4e6aafa9f4776b965cc,,,,,,,,,,,0.000,,,2025-09-09 22:27:16.718+00,2025-09-09 22:27:16.718+00,2216432287,,,-11.2,Electro,"[""electronic"",""house"",""deep house"",""Electro"",""Dance""]",,0.7,2025-09-09 22:27:30.919+00,"{""spotify_track"": true}",0,Soul Wun,https://i.scdn.co/image/ab67616d0000b27327a5a4e6aafa9f4776b965cc
7jxnHknJtjE1MM8IfUidMF,Incredible Sauce (feat. Dave),,Zero Tolerance,,243883,,true,,QMBZ92352786,https://i.scdn.co/image/ab67616d0000b2731719a4fd31ecdf60eeccf227,,,,,,,,,,,0.000,,,2025-09-07 19:39:26.233668+00,2025-09-07 19:39:26.233668+00,2407484045,,,-13.2,Rap/Hip Hop,"[""grime"",""rap"",""hip-hop"",""uk hip hop"",""hard"",""uk hip-hop"",""london"",""Rap/Hip Hop""]",0.6,0.6,2025-09-07 19:41:59.235+00,"{""spotify_track"": true}",0,"Giggs, Dave",https://i.scdn.co/image/ab67616d0000b2731719a4fd31ecdf60eeccf227
